CVE-2018-0001 juniper junos
CVE-2017-5334 opensuse leap
CVE-2017-5357 gnu ed
CVE-2017-5357 fedoraproject fedora
CVE-2017-5376 mozilla firefox
CVE-2017-5376 mozilla firefox_esr
CVE-2017-5376 mozilla thunderbird
CVE-2017-5376 debian debian_linux
CVE-2017-5376 redhat enterprise_linux
CVE-2017-5376 redhat enterprise_linux_desktop
CVE-2017-5376 redhat enterprise_linux_server
CVE-2017-5376 redhat enterprise_linux_server_aus
CVE-2017-5376 redhat enterprise_linux_server_eus
CVE-2017-5376 redhat enterprise_linux_workstation
CVE-2017-5379 mozilla firefox
CVE-2017-5380 mozilla firefox
CVE-2017-5380 mozilla firefox_esr
CVE-2017-5380 mozilla thunderbird
CVE-2017-5380 debian debian_linux
CVE-2017-5380 redhat enterprise_linux
CVE-2017-5380 redhat enterprise_linux_desktop
CVE-2017-5380 redhat enterprise_linux_server
CVE-2017-5380 redhat enterprise_linux_server_aus
CVE-2017-5380 redhat enterprise_linux_server_eus
CVE-2017-5380 redhat enterprise_linux_workstation
CVE-2017-5396 mozilla firefox
CVE-2017-5396 mozilla firefox_esr
CVE-2017-5396 mozilla thunderbird
CVE-2017-5396 debian debian_linux
CVE-2017-5396 redhat enterprise_linux
CVE-2017-5396 redhat enterprise_linux_desktop
CVE-2017-5396 redhat enterprise_linux_server
CVE-2017-5396 redhat enterprise_linux_server_aus
CVE-2017-5396 redhat enterprise_linux_server_eus
CVE-2017-5396 redhat enterprise_linux_workstation
CVE-2017-5402 mozilla firefox
CVE-2017-5402 mozilla firefox_esr
CVE-2017-5402 mozilla thunderbird
CVE-2017-5402 debian debian_linux
CVE-2017-5402 redhat enterprise_linux
CVE-2017-5402 redhat enterprise_linux_desktop
CVE-2017-5402 redhat enterprise_linux_server
CVE-2017-5402 redhat enterprise_linux_server_aus
CVE-2017-5402 redhat enterprise_linux_server_eus
CVE-2017-5402 redhat enterprise_linux_workstation
CVE-2017-5403 mozilla firefox
CVE-2017-5403 mozilla thunderbird
CVE-2017-5404 mozilla firefox
CVE-2017-5404 mozilla firefox_esr
CVE-2017-5404 mozilla thunderbird
CVE-2017-5404 debian debian_linux
CVE-2017-5404 redhat enterprise_linux
CVE-2017-5404 redhat enterprise_linux_desktop
CVE-2017-5404 redhat enterprise_linux_server
CVE-2017-5404 redhat enterprise_linux_server_aus
CVE-2017-5404 redhat enterprise_linux_server_eus
CVE-2017-5404 redhat enterprise_linux_workstation
CVE-2017-5411 mozilla firefox
CVE-2017-5411 mozilla thunderbird
CVE-2017-5432 mozilla firefox
CVE-2017-5432 mozilla firefox_esr
CVE-2017-5432 mozilla thunderbird
CVE-2017-5432 debian debian_linux
CVE-2017-5432 redhat enterprise_linux
CVE-2017-5432 redhat enterprise_linux_desktop
CVE-2017-5432 redhat enterprise_linux_server
CVE-2017-5432 redhat enterprise_linux_server_aus
CVE-2017-5432 redhat enterprise_linux_server_eus
CVE-2017-5432 redhat enterprise_linux_workstation
CVE-2017-5433 mozilla firefox
CVE-2017-5433 mozilla firefox_esr
CVE-2017-5433 mozilla thunderbird
CVE-2017-5433 debian debian_linux
CVE-2017-5433 redhat enterprise_linux
CVE-2017-5433 redhat enterprise_linux_desktop
CVE-2017-5433 redhat enterprise_linux_server
CVE-2017-5433 redhat enterprise_linux_server_aus
CVE-2017-5433 redhat enterprise_linux_server_eus
CVE-2017-5433 redhat enterprise_linux_workstation
CVE-2017-5434 mozilla firefox
CVE-2017-5434 mozilla firefox_esr
CVE-2017-5434 mozilla thunderbird
CVE-2017-5434 debian debian_linux
CVE-2017-5434 redhat enterprise_linux_desktop
CVE-2017-5434 redhat enterprise_linux_server
CVE-2017-5434 redhat enterprise_linux_workstation
CVE-2017-5435 mozilla firefox
CVE-2017-5435 mozilla firefox_esr
CVE-2017-5435 mozilla thunderbird
CVE-2017-5435 debian debian_linux
CVE-2017-5435 redhat enterprise_linux
CVE-2017-5435 redhat enterprise_linux_desktop
CVE-2017-5435 redhat enterprise_linux_server
CVE-2017-5435 redhat enterprise_linux_server_aus
CVE-2017-5435 redhat enterprise_linux_server_eus
CVE-2017-5435 redhat enterprise_linux_workstation
CVE-2017-5438 mozilla firefox
CVE-2017-5438 mozilla firefox_esr
CVE-2017-5438 mozilla thunderbird
CVE-2017-5438 debian debian_linux
CVE-2017-5438 redhat enterprise_linux
CVE-2017-5438 redhat enterprise_linux_desktop
CVE-2017-5438 redhat enterprise_linux_server
CVE-2017-5438 redhat enterprise_linux_server_aus
CVE-2017-5438 redhat enterprise_linux_server_eus
CVE-2017-5438 redhat enterprise_linux_workstation
CVE-2017-5439 mozilla firefox
CVE-2017-5439 mozilla firefox_esr
CVE-2017-5439 mozilla thunderbird
CVE-2017-5439 debian debian_linux
CVE-2017-5439 redhat enterprise_linux
CVE-2017-5439 redhat enterprise_linux_desktop
CVE-2017-5439 redhat enterprise_linux_server
CVE-2017-5439 redhat enterprise_linux_server_aus
CVE-2017-5439 redhat enterprise_linux_server_eus
CVE-2017-5439 redhat enterprise_linux_workstation
CVE-2017-5440 mozilla firefox
CVE-2017-5440 mozilla firefox_esr
CVE-2017-5440 mozilla thunderbird
CVE-2017-5440 debian debian_linux
CVE-2017-5440 redhat enterprise_linux
CVE-2017-5440 redhat enterprise_linux_desktop
CVE-2017-5440 redhat enterprise_linux_server
CVE-2017-5440 redhat enterprise_linux_server_aus
CVE-2017-5440 redhat enterprise_linux_server_eus
CVE-2017-5440 redhat enterprise_linux_workstation
CVE-2017-5441 mozilla firefox
CVE-2017-5441 mozilla firefox_esr
CVE-2017-5441 mozilla thunderbird
CVE-2017-5441 debian debian_linux
CVE-2017-5441 redhat enterprise_linux
CVE-2017-5441 redhat enterprise_linux_desktop
CVE-2017-5441 redhat enterprise_linux_server
CVE-2017-5441 redhat enterprise_linux_server_aus
CVE-2017-5441 redhat enterprise_linux_server_eus
CVE-2017-5441 redhat enterprise_linux_workstation
CVE-2017-5442 mozilla firefox
CVE-2017-5442 mozilla firefox_esr
CVE-2017-5442 mozilla thunderbird
CVE-2017-5442 debian debian_linux
CVE-2017-5442 redhat enterprise_linux
CVE-2017-5442 redhat enterprise_linux_desktop
CVE-2017-5442 redhat enterprise_linux_server
CVE-2017-5442 redhat enterprise_linux_server_aus
CVE-2017-5442 redhat enterprise_linux_server_eus
CVE-2017-5442 redhat enterprise_linux_workstation
CVE-2017-5447 mozilla firefox
CVE-2017-5447 mozilla firefox_esr
CVE-2017-5447 mozilla thunderbird
CVE-2017-5447 debian debian_linux
CVE-2017-5447 redhat enterprise_linux
CVE-2017-5447 redhat enterprise_linux_desktop
CVE-2017-5447 redhat enterprise_linux_server
CVE-2017-5447 redhat enterprise_linux_server_aus
CVE-2017-5447 redhat enterprise_linux_server_eus
CVE-2017-5447 redhat enterprise_linux_workstation
CVE-2017-5460 mozilla firefox
CVE-2017-5460 mozilla firefox_esr
CVE-2017-5460 mozilla thunderbird
CVE-2017-5460 debian debian_linux
CVE-2017-5460 redhat enterprise_linux
CVE-2017-5460 redhat enterprise_linux_desktop
CVE-2017-5460 redhat enterprise_linux_server
CVE-2017-5460 redhat enterprise_linux_server_aus
CVE-2017-5460 redhat enterprise_linux_server_eus
CVE-2017-5460 redhat enterprise_linux_workstation
CVE-2017-5472 mozilla firefox
CVE-2017-5472 mozilla firefox_esr
CVE-2017-5472 mozilla thunderbird
CVE-2017-5472 debian debian_linux
CVE-2017-5472 redhat enterprise_linux
CVE-2017-5472 redhat enterprise_linux_desktop
CVE-2017-5472 redhat enterprise_linux_server
CVE-2017-5472 redhat enterprise_linux_server_aus
CVE-2017-5472 redhat enterprise_linux_server_eus
CVE-2017-5472 redhat enterprise_linux_workstation
CVE-2017-5506 imagemagick imagemagick
CVE-2017-5666 mp3splt_project mp3splt
CVE-2017-5836 libimobiledevice libplist
CVE-2017-5843 gstreamer_project gstreamer
CVE-2017-5924 virustotal yara
CVE-2017-6074 linux linux_kernel
CVE-2017-6166 f5 big-ip_analytics
CVE-2017-6166 f5 big-ip_link_controller
CVE-2017-6166 f5 linerate
CVE-2017-6196 artifex afpl_ghostscript
CVE-2017-6262 google android
CVE-2017-6263 google android
CVE-2017-6276 google android
CVE-2017-6346 linux linux_kernel
CVE-2017-6353 linux linux_kernel
CVE-2017-6362 libgd libgd
CVE-2017-6362 canonical ubuntu_linux
CVE-2017-6362 debian debian_linux
CVE-2017-6362 fedoraproject fedora
CVE-2017-6420 clamav clamav
CVE-2017-6874 linux linux_kernel
CVE-2017-6966 gnu binutils
CVE-2017-7185 cesanta mongoose_embedded_web_server_library
CVE-2017-7185 cesanta mongoose_os
CVE-2017-7191 irssi irssi
CVE-2017-7264 artifex mupdf
CVE-2017-7295 contiki-os contiki
CVE-2017-7364 google android
CVE-2017-7370 google android
CVE-2017-7371 google android
CVE-2017-7373 google android
CVE-2017-7374 linux linux_kernel
CVE-2017-7393 tigervnc tigervnc
CVE-2017-7487 linux linux_kernel
CVE-2017-7521 openvpn openvpn
CVE-2017-7698 swftools swftools
CVE-2017-7749 mozilla firefox
CVE-2017-7749 mozilla firefox_esr
CVE-2017-7749 mozilla thunderbird
CVE-2017-7749 debian debian_linux
CVE-2017-7749 redhat enterprise_linux
CVE-2017-7749 redhat enterprise_linux_desktop
CVE-2017-7749 redhat enterprise_linux_server
CVE-2017-7749 redhat enterprise_linux_server_aus
CVE-2017-7749 redhat enterprise_linux_server_eus
CVE-2017-7749 redhat enterprise_linux_workstation
CVE-2017-7750 mozilla firefox
CVE-2017-7750 mozilla firefox_esr
CVE-2017-7750 mozilla thunderbird
CVE-2017-7750 debian debian_linux
CVE-2017-7750 redhat enterprise_linux
CVE-2017-7750 redhat enterprise_linux_desktop
CVE-2017-7750 redhat enterprise_linux_server
CVE-2017-7750 redhat enterprise_linux_server_aus
CVE-2017-7750 redhat enterprise_linux_server_eus
CVE-2017-7750 redhat enterprise_linux_workstation
CVE-2017-7751 mozilla firefox
CVE-2017-7751 mozilla firefox_esr
CVE-2017-7751 mozilla thunderbird
CVE-2017-7751 debian debian_linux
CVE-2017-7751 redhat enterprise_linux
CVE-2017-7751 redhat enterprise_linux_desktop
CVE-2017-7751 redhat enterprise_linux_server
CVE-2017-7751 redhat enterprise_linux_server_aus
CVE-2017-7751 redhat enterprise_linux_server_eus
CVE-2017-7751 redhat enterprise_linux_workstation
CVE-2017-7752 mozilla firefox
CVE-2017-7752 mozilla firefox_esr
CVE-2017-7752 mozilla thunderbird
CVE-2017-7752 debian debian_linux
CVE-2017-7752 redhat enterprise_linux
CVE-2017-7752 redhat enterprise_linux_desktop
CVE-2017-7752 redhat enterprise_linux_server
CVE-2017-7752 redhat enterprise_linux_server_aus
CVE-2017-7752 redhat enterprise_linux_server_eus
CVE-2017-7752 redhat enterprise_linux_workstation
CVE-2017-7756 mozilla firefox
CVE-2017-7756 mozilla firefox_esr
CVE-2017-7756 mozilla thunderbird
CVE-2017-7756 debian debian_linux
CVE-2017-7757 mozilla firefox
CVE-2017-7757 mozilla firefox_esr
CVE-2017-7757 mozilla thunderbird
CVE-2017-7757 debian debian_linux
CVE-2017-7784 mozilla firefox
CVE-2017-7784 mozilla firefox_esr
CVE-2017-7784 mozilla thunderbird
CVE-2017-7784 debian debian_linux
CVE-2017-7784 redhat enterprise_linux
CVE-2017-7784 redhat enterprise_linux_desktop
CVE-2017-7784 redhat enterprise_linux_server
CVE-2017-7784 redhat enterprise_linux_server_aus
CVE-2017-7784 redhat enterprise_linux_server_eus
CVE-2017-7784 redhat enterprise_linux_workstation
CVE-2017-7793 mozilla firefox
CVE-2017-7793 mozilla firefox_esr
CVE-2017-7793 mozilla thunderbird
CVE-2017-7793 debian debian_linux
CVE-2017-7793 redhat enterprise_linux
CVE-2017-7793 redhat enterprise_linux_desktop
CVE-2017-7793 redhat enterprise_linux_server
CVE-2017-7793 redhat enterprise_linux_server_aus
CVE-2017-7793 redhat enterprise_linux_server_eus
CVE-2017-7793 redhat enterprise_linux_workstation
CVE-2017-7800 mozilla firefox
CVE-2017-7800 mozilla firefox_esr
CVE-2017-7800 mozilla thunderbird
CVE-2017-7800 debian debian_linux
CVE-2017-7800 redhat enterprise_linux
CVE-2017-7800 redhat enterprise_linux_desktop
CVE-2017-7800 redhat enterprise_linux_server
CVE-2017-7800 redhat enterprise_linux_server_aus
CVE-2017-7800 redhat enterprise_linux_server_eus
CVE-2017-7800 redhat enterprise_linux_workstation
CVE-2017-7801 mozilla firefox
CVE-2017-7801 mozilla firefox_esr
CVE-2017-7801 mozilla thunderbird
CVE-2017-7801 debian debian_linux
CVE-2017-7801 redhat enterprise_linux
CVE-2017-7801 redhat enterprise_linux_desktop
CVE-2017-7801 redhat enterprise_linux_server
CVE-2017-7801 redhat enterprise_linux_server_aus
CVE-2017-7801 redhat enterprise_linux_server_eus
CVE-2017-7801 redhat enterprise_linux_workstation
CVE-2017-7802 mozilla firefox
CVE-2017-7802 mozilla firefox_esr
CVE-2017-7802 mozilla thunderbird
CVE-2017-7802 debian debian_linux
CVE-2017-7802 redhat enterprise_linux
CVE-2017-7802 redhat enterprise_linux_desktop
CVE-2017-7802 redhat enterprise_linux_server
CVE-2017-7802 redhat enterprise_linux_server_aus
CVE-2017-7802 redhat enterprise_linux_server_eus
CVE-2017-7802 redhat enterprise_linux_workstation
CVE-2017-7805 mozilla firefox
CVE-2017-7805 mozilla firefox_esr
CVE-2017-7805 mozilla thunderbird
CVE-2017-7805 debian debian_linux
CVE-2017-7806 mozilla firefox
CVE-2017-7809 mozilla firefox
CVE-2017-7809 mozilla firefox_esr
CVE-2017-7809 mozilla thunderbird
CVE-2017-7809 debian debian_linux
CVE-2017-7809 redhat enterprise_linux
CVE-2017-7809 redhat enterprise_linux_desktop
CVE-2017-7809 redhat enterprise_linux_server
CVE-2017-7809 redhat enterprise_linux_server_aus
CVE-2017-7809 redhat enterprise_linux_server_eus
CVE-2017-7809 redhat enterprise_linux_workstation
CVE-2017-7818 mozilla firefox
CVE-2017-7818 mozilla firefox_esr
CVE-2017-7818 mozilla thunderbird
CVE-2017-7818 debian debian_linux
CVE-2017-7818 redhat enterprise_linux_desktop
CVE-2017-7818 redhat enterprise_linux_server
CVE-2017-7818 redhat enterprise_linux_server_aus
CVE-2017-7818 redhat enterprise_linux_server_eus
CVE-2017-7818 redhat enterprise_linux_workstation
CVE-2017-7819 mozilla firefox
CVE-2017-7819 mozilla firefox_esr
CVE-2017-7819 mozilla thunderbird
CVE-2017-7819 debian debian_linux
CVE-2017-7819 redhat enterprise_linux_desktop
CVE-2017-7819 redhat enterprise_linux_server
CVE-2017-7819 redhat enterprise_linux_server_aus
CVE-2017-7819 redhat enterprise_linux_server_eus
CVE-2017-7819 redhat enterprise_linux_workstation
CVE-2017-7828 mozilla firefox
CVE-2017-7828 mozilla firefox_esr
CVE-2017-7828 mozilla thunderbird
CVE-2017-7828 debian debian_linux
CVE-2017-7828 redhat enterprise_linux_desktop
CVE-2017-7828 redhat enterprise_linux_server
CVE-2017-7828 redhat enterprise_linux_server_aus
CVE-2017-7828 redhat enterprise_linux_server_eus
CVE-2017-7828 redhat enterprise_linux_workstation
CVE-2017-7946 radare radare2
CVE-2017-8140 huawei p9_plus_firmware
CVE-2017-8160 huawei vicky-al00c_firmware
CVE-2017-8160 huawei vicky-tl00a_firmware
CVE-2017-8160 huawei victoria-tl00a_firmware
CVE-2017-8246 linux linux_kernel
CVE-2017-8262 google android
CVE-2017-8265 google android
CVE-2017-8266 google android
CVE-2017-8270 google android
CVE-2017-8823 debian debian_linux
CVE-2017-8824 linux linux_kernel
CVE-2017-8846 lrzip_project lrzip
CVE-2017-8890 debian debian_linux
CVE-2017-8890 linux linux_kernel
CVE-2017-8929 virustotal yara
CVE-2017-9078 dropbear_ssh_project dropbear_ssh
CVE-2017-9182 autotrace_project autotrace
CVE-2017-9190 autotrace_project autotrace
CVE-2017-9287 openldap openldap
CVE-2017-9520 radare radare2
CVE-2017-9527 mruby_project mruby
CVE-2017-9676 google android
CVE-2017-9684 google android
CVE-2017-9685 google android
CVE-2017-9686 google android
CVE-2017-9687 google android
CVE-2017-9703 google android
CVE-2017-9705 google android
CVE-2017-9762 radare radare2
CVE-2017-9789 apache http_server
CVE-2017-9798 apache http_server
CVE-2017-9798 debian debian_linux
CVE-2017-9953 exiv2 exiv2
CVE-2017-9953 redhat enterprise_linux
CVE-2013-0811 microsoft internet_explorer
CVE-2013-1306 microsoft internet_explorer
CVE-2013-1307 microsoft internet_explorer
CVE-2013-1308 microsoft internet_explorer
CVE-2013-1309 microsoft internet_explorer
CVE-2013-1310 microsoft internet_explorer
CVE-2013-1311 microsoft internet_explorer
CVE-2013-1312 microsoft internet_explorer
CVE-2013-2551 microsoft internet_explorer
CVE-2013-2830 sumatrapdf_project sumatrapdf
CVE-2013-2856 google chrome
CVE-2013-2856 debian debian_linux
CVE-2013-2857 google chrome
CVE-2013-2857 debian debian_linux
CVE-2013-2858 google chrome
CVE-2013-2858 debian debian_linux
CVE-2013-2860 google chrome
CVE-2013-2860 debian debian_linux
CVE-2013-2873 google chrome
CVE-2013-2873 debian debian_linux
CVE-2013-6647 google chrome
CVE-2015-0568 linux linux_kernel
CVE-2015-1207 google chrome
CVE-2015-1239 openjpeg openjpeg
CVE-2015-1329 canonical ubuntu_linux
CVE-2015-1351 oracle secure_backup
CVE-2015-1351 oracle linux
CVE-2015-1351 oracle solaris
CVE-2015-1351 php php
CVE-2015-1351 apple mac_os_x
CVE-2015-3053 adobe acrobat
CVE-2015-3053 adobe acrobat_reader
CVE-2015-3053 apple mac_os_x
CVE-2015-3053 microsoft windows
CVE-2015-3055 adobe acrobat
CVE-2015-3055 adobe acrobat_reader
CVE-2015-3055 apple mac_os_x
CVE-2015-3055 microsoft windows
CVE-2015-3059 adobe acrobat
CVE-2015-3059 adobe acrobat_reader
CVE-2015-3059 apple mac_os_x
CVE-2015-3059 microsoft windows
CVE-2015-3075 adobe acrobat
CVE-2015-3075 adobe acrobat_reader
CVE-2015-3075 apple mac_os_x
CVE-2015-3075 microsoft windows
CVE-2015-3107 adobe air
CVE-2015-3107 adobe air_sdk
CVE-2015-3107 adobe air_sdk_&_compiler
CVE-2015-3107 adobe flash_player
CVE-2015-3107 google android
CVE-2015-3107 opensuse evergreen
CVE-2015-3890 litespeedtech open_litespeed
CVE-2015-5177 openslp openslp
CVE-2015-5177 debian debian_linux
CVE-2015-5203 jasper_project jasper
CVE-2015-5203 fedoraproject fedora
CVE-2015-5203 opensuse leap
CVE-2015-5203 opensuse opensuse
CVE-2015-5203 opensuse_project leap
CVE-2015-5221 jasper_project jasper
CVE-2015-5221 fedoraproject fedora
CVE-2015-5221 opensuse leap
CVE-2015-5221 opensuse opensuse
CVE-2015-5221 opensuse_project leap
CVE-2015-6673 libpgf libpgf
CVE-2015-6683 adobe acrobat
CVE-2015-6683 adobe acrobat_dc
CVE-2015-6683 adobe acrobat_reader
CVE-2015-6683 adobe acrobat_reader_dc
CVE-2015-6687 adobe acrobat
CVE-2015-6687 adobe acrobat_dc
CVE-2015-6687 adobe acrobat_reader
CVE-2015-6687 adobe acrobat_reader_dc
CVE-2015-6690 adobe acrobat
CVE-2015-6690 adobe acrobat_dc
CVE-2015-6690 adobe acrobat_reader
CVE-2015-6690 adobe acrobat_reader_dc
CVE-2015-6691 adobe acrobat
CVE-2015-6691 adobe acrobat_dc
CVE-2015-6691 adobe acrobat_reader
CVE-2015-6691 adobe acrobat_reader_dc
CVE-2015-7687 openbsd opensmtpd
CVE-2015-7687 fedoraproject fedora
CVE-2015-7700 pngcrush_project pngcrush
CVE-2015-7849 ntp ntp
CVE-2015-8871 openjpeg openjpeg
CVE-2015-8871 debian debian_linux
CVE-2015-8894 imagemagick imagemagick
CVE-2015-8949 dbd-mysql_project dbd-mysql
CVE-2015-8949 debian debian_linux
CVE-2015-8961 linux linux_kernel
CVE-2015-8962 linux linux_kernel
CVE-2015-8963 linux linux_kernel
CVE-2015-9007 google android
CVE-2015-9165 qualcomm ipq4019_firmware
CVE-2015-9165 qualcomm mdm9206_firmware
CVE-2015-9165 qualcomm mdm9607_firmware
CVE-2015-9165 qualcomm msm8909w_firmware
CVE-2015-9165 qualcomm sd_205_firmware
CVE-2015-9165 qualcomm sd_210_firmware
CVE-2015-9165 qualcomm sd_212_firmware
CVE-2015-9165 qualcomm sd_400_firmware
CVE-2015-9165 qualcomm sd_410_firmware
CVE-2015-9165 qualcomm sd_412_firmware
CVE-2015-9165 qualcomm sd_415_firmware
CVE-2015-9165 qualcomm sd_615_firmware
CVE-2015-9165 qualcomm sd_616_firmware
CVE-2015-9165 qualcomm sd_617_firmware
CVE-2015-9165 qualcomm sd_650_firmware
CVE-2015-9165 qualcomm sd_652_firmware
CVE-2015-9165 qualcomm sd_808_firmware
CVE-2015-9165 qualcomm sd_810_firmware
CVE-2012-5116 google chrome
CVE-2012-5121 google chrome
CVE-2012-5125 google chrome
CVE-2012-5126 google chrome
CVE-2012-5133 google chrome
CVE-2012-5133 opensuse opensuse
CVE-2012-5137 google chrome
CVE-2012-5137 opensuse opensuse
CVE-2012-5139 google chrome
CVE-2012-5139 opensuse opensuse
CVE-2012-5140 google chrome
CVE-2012-5140 opensuse opensuse
CVE-2012-5145 google chrome
CVE-2012-5145 opensuse opensuse
CVE-2016-0959 adobe air
CVE-2016-0959 adobe air_sdk
CVE-2016-0959 adobe air_sdk_&_compiler
CVE-2016-0959 adobe flash_player
CVE-2016-0959 adobe flash_player_extended_support_release
CVE-2016-0959 adobe flash_player_for_linux
CVE-2016-10051 imagemagick imagemagick
CVE-2016-10051 opensuse leap
CVE-2016-10051 opensuse_project leap
CVE-2016-10088 linux linux_kernel
CVE-2016-10109 muscle pcsc-lite
CVE-2016-10109 canonical ubuntu_linux
CVE-2016-10150 linux linux_kernel
CVE-2016-10188 bitlbee bitlbee
CVE-2016-10200 google android
CVE-2016-10200 linux linux_kernel
CVE-2016-10211 virustotal yara
CVE-2016-10217 artifex ghostscript
CVE-2016-10385 google android
CVE-2016-1089 adobe acrobat
CVE-2016-1089 adobe acrobat_dc
CVE-2016-1089 adobe acrobat_reader_dc
CVE-2016-1089 adobe reader
CVE-2016-1091 adobe acrobat
CVE-2016-1091 adobe acrobat_dc
CVE-2016-1091 adobe acrobat_reader_dc
CVE-2016-1091 adobe reader
CVE-2016-1251 dbd-mysql_project dbd-mysql
CVE-2016-1516 opencv opencv
CVE-2016-1708 google chrome
CVE-2016-3132 php php
CVE-2016-3177 giflib_project giflib
CVE-2016-3841 google android
CVE-2016-3841 linux linux_kernel
CVE-2016-4263 adobe digital_editions
CVE-2016-4272 adobe flash_player
CVE-2016-4279 adobe flash_player
CVE-2016-4473 php php
CVE-2016-4473 suse linux_enterprise_module_for_web_scripting
CVE-2016-4473 suse linux_enterprise_software_development_kit
CVE-2016-4487 gnu libiberty
CVE-2016-4488 gnu libiberty
CVE-2016-4625 apple mac_os_x
CVE-2016-4805 novell suse_linux_enterprise_live_patching
CVE-2016-4805 novell suse_linux_enterprise_module_for_public_cloud
CVE-2016-4805 novell suse_linux_enterprise_software_development_kit
CVE-2016-4805 novell suse_linux_enterprise_workstation_extension
CVE-2016-4805 novell opensuse_leap
CVE-2016-4805 novell suse_linux_enterprise_desktop
CVE-2016-4805 novell suse_linux_enterprise_real_time_extension
CVE-2016-4805 novell suse_linux_enterprise_server
CVE-2016-4805 canonical ubuntu_linux
CVE-2016-4805 linux linux_kernel
CVE-2016-4805 oracle linux
CVE-2016-4805 redhat enterprise_linux
CVE-2016-5127 google chrome
CVE-2016-5131 google chrome
CVE-2016-5131 xmlsoft libxml2
CVE-2016-5131 apple apple_tv
CVE-2016-5131 apple iphone_os
CVE-2016-5131 apple mac_os_x
CVE-2016-5131 apple watchos
CVE-2016-5136 google chrome
CVE-2016-5142 google chrome
CVE-2016-5150 google chrome
CVE-2016-5150 opensuse leap
CVE-2016-5151 google chrome
CVE-2016-5151 opensuse leap
CVE-2016-5156 google chrome
CVE-2016-5156 opensuse leap
CVE-2016-5170 google chrome
CVE-2016-5171 google chrome
CVE-2016-5177 google chrome
CVE-2016-5177 debian debian_linux
CVE-2016-5177 fedoraproject fedora
CVE-2016-5177 opensuse leap
CVE-2016-5177 opensuse opensuse
CVE-2016-5177 redhat enterprise_linux_server_supplementary
CVE-2016-5177 redhat enterprise_linux_workstation_supplementary
CVE-2016-5183 google chrome
CVE-2016-5184 google chrome
CVE-2016-5185 google chrome
CVE-2016-5190 google chrome
CVE-2016-5203 google chrome
CVE-2016-5211 google chrome
CVE-2016-5213 google chrome
CVE-2016-5215 google chrome
CVE-2016-5216 google chrome
CVE-2016-5219 google chrome
CVE-2016-5254 mozilla firefox
CVE-2016-5254 mozilla firefox_esr
CVE-2016-5254 oracle linux
CVE-2016-5255 mozilla firefox
CVE-2016-5258 mozilla firefox
CVE-2016-5258 mozilla firefox_esr
CVE-2016-5258 oracle linux
CVE-2016-5259 mozilla firefox
CVE-2016-5259 mozilla firefox_esr
CVE-2016-5259 oracle linux
CVE-2016-5264 mozilla firefox
CVE-2016-5264 mozilla firefox_esr
CVE-2016-5264 oracle linux
CVE-2016-5274 mozilla firefox
CVE-2016-5274 mozilla firefox_esr
CVE-2016-5276 mozilla firefox
CVE-2016-5276 mozilla firefox_esr
CVE-2016-5277 mozilla firefox
CVE-2016-5277 mozilla firefox_esr
CVE-2016-5280 mozilla firefox
CVE-2016-5280 mozilla firefox_esr
CVE-2016-5281 mozilla firefox
CVE-2016-5281 mozilla firefox_esr
CVE-2016-5287 mozilla firefox
CVE-2016-5384 fontconfig_project fontconfig
CVE-2016-5384 debian debian_linux
CVE-2016-5384 fedoraproject fedora
CVE-2016-5421 haxx libcurl
CVE-2016-5421 debian debian_linux
CVE-2016-5421 opensuse leap
CVE-2016-5768 php php
CVE-2016-5771 php php
CVE-2016-5772 php php
CVE-2016-5773 php php
CVE-2016-5823 libical_project libical
CVE-2016-5824 libical_project libical
CVE-2016-6082 ibm bigfix_platform
CVE-2016-6168 foxitsoftware foxit_reader
CVE-2016-6168 foxitsoftware phantompdf
CVE-2016-6265 artifex mupdf
CVE-2016-6265 opensuse leap
CVE-2016-6265 opensuse opensuse
CVE-2016-6290 php php
CVE-2016-6295 php php
CVE-2016-6309 openssl openssl
CVE-2016-6828 linux linux_kernel
CVE-2016-6833 qemu qemu
CVE-2016-6885 matrixssl matrixssl
CVE-2016-6892 matrixssl matrixssl
CVE-2016-6912 libgd libgd
CVE-2016-6921 adobe flash_player
CVE-2016-6923 adobe flash_player
CVE-2016-6925 adobe flash_player
CVE-2016-6926 adobe flash_player
CVE-2016-6927 adobe flash_player
CVE-2016-6929 adobe flash_player
CVE-2016-6930 adobe flash_player
CVE-2016-6931 adobe flash_player
CVE-2016-6932 adobe flash_player
CVE-2016-6938 adobe acrobat
CVE-2016-6938 adobe acrobat_dc
CVE-2016-6938 adobe acrobat_reader_dc
CVE-2016-6938 adobe reader
CVE-2016-6944 adobe acrobat
CVE-2016-6944 adobe acrobat_dc
CVE-2016-6944 adobe acrobat_reader_dc
CVE-2016-6944 adobe reader
CVE-2016-6945 adobe acrobat
CVE-2016-6945 adobe acrobat_dc
CVE-2016-6945 adobe acrobat_reader_dc
CVE-2016-6945 adobe reader
CVE-2016-6946 adobe acrobat
CVE-2016-6946 adobe acrobat_dc
CVE-2016-6946 adobe acrobat_reader_dc
CVE-2016-6946 adobe reader
CVE-2016-6949 adobe acrobat
CVE-2016-6949 adobe acrobat_dc
CVE-2016-6949 adobe acrobat_reader_dc
CVE-2016-6949 adobe reader
CVE-2016-6952 adobe acrobat
CVE-2016-6952 adobe acrobat_dc
CVE-2016-6952 adobe acrobat_reader_dc
CVE-2016-6952 adobe reader
